あいてぃーじょうほうしょりのそようはこれからのじだいのよみかきそろばん,IT、情報処理の素養はこれからの時代の『読み書きそろばん』,普通名詞
あやってるよ,あ、やってるよ,普通名詞
あいてのいっていることをことさらそうやってきょくかいしてあげあしとりをしようとしているんでしょうけれどもそれもからぶりしていますよもうしわけないけれども,相手の言っていることを殊さらそうやって曲解して、揚げ足取りをしようとしているんでしょうけれども、それも空振りしていますよ、申しわけないけれども。,普通名詞
あいてをひぼうちゅうしょうしたってなにもうまれないんです,相手を誹謗中傷したって何も生まれないんです,普通名詞
あくむのようなみんしゅとうせいけん,悪夢のような民主党政権,普通名詞
あさどせいけんはみちをゆずるべきだ,アサド政権は道を譲るべきだ,普通名詞
あなたがそうりになってからやればいいじゃないか,あなたが総理になってからやればいいじゃないか,普通名詞
あさひらしいあくいとねつぞうにみちたでっちあげきじです,朝日らしい、悪意と捏造に満ちたデッチ上げ記事です,普通名詞
あべさんきゅうりょうがあがったからはっぽうしゅがびーるにかわったんだよ,安倍さん給料が上がったから発泡酒がビールに変わったんだよ,普通名詞
あべしんぞう,安倍晋三,普通名詞
あべしんぞうをおとしめようということならやめたほうがいい,安倍晋三を貶めようということならやめたほうがいい,普通名詞
あべせいけんはかねまみれだとこれとんでもないきめつけでありますよ,"安倍政権は""カネまみれ""だとこれとんでもない決めつけでありますよ",普通名詞
あべのみくすはしっぱいだった,アベノミクスは失敗だった,普通名詞
あそこはまさにぎゅっとこうしまっていまして,あそこはまさにぎゅっとこう絞まっていまして,普通名詞
あのみずじゃなくちゃぜったいだめなんだ,あの水じゃなくちゃ、絶対ダメなんだ！,普通名詞
あまくなりました,甘くなりました,普通名詞
あまりにもいいんがこうふんされるからこういうのはしっかりとおちついたぎろんをしましょうよ,あまりにも委員が興奮されるからこういうのはしっかりと落ち着いた議論をしましょうよ,普通名詞
あわれですねあさひらしいみじめないいわけよそうどおりでした,哀れですね。朝日らしい惨めな言い訳。予想通りでした。,普通名詞
ありがとうげんきでね,ありがとう げんきでね,普通名詞
あれはひとりごとだったんですがひとりごとがおおきくなった,あれは独り言だったんですが、独り言が大きくなった,普通名詞
あんだーこんとろーる,アンダーコントロール,普通名詞
いいかげんなことばっかりいうんじゃないよ,いい加減なことばっかり言うんじゃないよ,普通名詞
はんろんさせろよちょっと,反論させろよ、ちょっと。,普通名詞
いいのかよそれだったら,いいのかよそれだったら,普通名詞
いいんだよそんなことすいせんしたってじゅしょうできるかわからないしじゅしょうしたらしたでたかくうれるじゃないか,いいんだよ、そんなこと。推薦したって受賞できるか分からないし、受賞したらしたで高く売れるじゃないか,普通名詞
いけあべしんぞう,行け、安倍晋三,普通名詞
いしばほんにんといしばについたぎいんはてっていしてほしあげる,石破本人と石破についた議員は徹底して干し上げる,普通名詞
いせつさきとなるほんどのりかいがえられない,移設先となる本土の理解が得られない,普通名詞
いちぶのくにそしてみんぞくやぶんかをはいじょしようというあるいはぞうおをあおるようなかげきなげんどうはけっしてあってはならない,一部の国そして民族や文化を排除しようというあるいは憎悪を煽るような過激な言動は決してあってはならない,普通名詞
いちぶのひとだけにとみがあつまるあるいはむほうものがとくをするじょうたいをつくってはなりません,一部の人だけに富が集まるあるいは無法者が得をする状態をつくってはなりません,普通名詞
いっしゅんぜっちょうきをむかえてたかびしゃなたいどになってしまったのですかね,一瞬、絶頂期を迎えて、高飛車な態度になってしまったのですかね,普通名詞
いっしょうけんめいおとしめようとしているそのどりょくはみとめますよ,一生懸命貶めようとしているその努力は認めますよ,普通名詞
いってきます,行ってきます,普通名詞
いっぱいいるよ,いっぱいいるよ,普通名詞
いっぱんかいけいのぷらいまりーばらんすもかいざんさせております,一般会計のプライマリーバランスも改ざんさせております,普通名詞
いっぱんしゃだんほうじんこらぼはたいへんじゅうようなかつどうをされているとかんがえています,一般社団法人Colaboは、大変重要な活動をされていると考えています,普通名詞
いっぽんをとりもろす,イッポンを、トリモロス,普通名詞
いっぽうてきになまえがだされわたしはたいへんとうわくをいたしております,一方的に名前が出され私は大変当惑をいたしております,普通名詞
いつまでつづくのかこのいらだちとふあん,いつまで続くのか、この苛立ちと不安,普通名詞
いとうひろぶみはたたみのうえでしにたくないといっていた,伊藤博文は畳の上で死にたくないと言っていた,普通名詞
いみのないしつもんだよ,意味のない質問だよ,普通名詞
いやおれもつかれるんだよ,いやオレも疲れるんだよ,普通名詞
いやせきにんがあるからせきにんをわたしのわたしのせきにんをとると,いや責任があるから責任を私の私の責任を取ると…,普通名詞
いわばまさに,いわばまさに,普通名詞
いんたねっとはじゆうなくうかんです,インターネットは、自由な空間です,普通名詞
いんぺいというのはですねいんぺいというのはいんぺいというのはじゃあわたくしがいんぺいしたんですか,隠蔽というのはですね、隠蔽というのはー、隠蔽というのはじゃあ、わたくしが隠蔽したんですか,普通名詞
うぃんうぃん,ウィンウィン,普通名詞
うにについてはごういしましたよ,ウニについては合意しましたよ,普通名詞
うみをだしきる,膿を出し切る,普通名詞
うらぎりものはぜったいにゆるさない,裏切り者は絶対に許さない！,普通名詞
うらじみるくんとぼくはおなじみらいをみている,ウラジーミル、君と僕は同じ未来を見ている,普通名詞
ふたりのちからでかけてかけかけぬけようではありませんか,二人の力で駆けて、駆け、駆け抜けようではありませんか,普通名詞
うつくしいほしごぜろ,美しい星50,普通名詞
えまとんぷそんえまわとそん,エマ・トンプソン（エマ・ワトソン）,普通名詞
えんがさんぜろぜろえんになったらあっというまにけいざいはかいふくしていくというかんがえはどうか,円が300円になったらあっという間に経済は回復していくという考えはどうか,普通名詞
えんげるけいすうじょうしょうはしょくせいかつのへんかによるものです,エンゲル係数上昇は食生活の変化によるものです,普通名詞
おいわいはどこでやるの,お祝いはどこでやるの,普通名詞
おうえんするよじょせいはつのそうりだいじんいいじゃないか,応援するよ。女性初の総理大臣、いいじゃないか,普通名詞
おおおお,おお、おお！,普通名詞
おおげさだよ,大げさだよ,普通名詞
おかしいよ,おかしいよ,普通名詞
おとがうるさくてねちょっとねおとがうるさいんだけどええ,音がうるさくてね。ちょっとね音がうるさいんだけど。ええ。,普通名詞
おとうさんけんぽういはんなのといわれたじえいかんすらいます,「お父さん、憲法違反なの」と言われた自衛官すらいます,普通名詞
わたしがいっていることうそだっていっているんでしょうそれ,私が言っていること、嘘だって言っているんでしょうそれ,普通名詞
おとうさんもこいびとをさそっておかあさんはむかしのこいびとをさがしだしてとうひょうばこにあしをはこんでください,お父さんも恋人を誘って、お母さんは昔の恋人を探し出して投票箱に足を運んでください,普通名詞
おなじあべでもずいぶんちがいますね,同じアベでもずいぶん違いますね,普通名詞
おぼえてろつぎはおまえらをたおしてやる,覚えてろ、次はお前らを倒してやる,普通名詞
おまえもたまにはいちかいくらいざせつしとけよそのほうがひとかわむけておおきなせいじかになれるよ,お前もたまには1回くらい挫折しとけよ。そのほうが一皮むけて大きな政治家になれるよ,普通名詞
おれだってほんとうはへいわがすきなんだよ,オレだって、本当は平和が好きなんだよ,普通名詞
おんしゃのねっとでもぬのますくさんさんぜろぜろえんではんばいをしておられたということはしょうちをしております,御社のネットでも布マスク3300円で販売をしておられたということは承知をしております,普通名詞
おとうのつじもとぎいんにもおなじことがおこっているじゃないですか,御党の辻元議員にも同じことが起こっているじゃないですか,普通名詞
かいかくじっこうりょくがあるのはわたしたちじみんとうとそしてみんしゅとうであります,改革実行力があるのは私たち自民党と、そして民主党であります,普通名詞
がいこうこうしょうはねすがったらおわりなんですだんじょのかんけいもそうですからね,外交交渉はね、すがったら終わりなんです、男女の関係もそうですからね。,普通名詞
がいこくからぜったいにえいきょうをうけてはならない,外国から絶対に影響を受けてはならない,普通名詞
がいちてき,ガイチテキ,普通名詞
かきくえばならのまち,柿くえば ◯◯◯◯◯◯◯ 奈良のまち」,普通名詞
かくぎけってい,閣議決定,普通名詞
かくさなんていつのじだいでもあるじゃああさひしんぶんのきゅうりょうはいくらなんですか,格差なんていつの時代でもある、じゃあ朝日新聞の給料はいくらなんですか,普通名詞
かこをふりかえってもあるいはまえせいけんをひはんしてもいまげんざいわたしたちがちょくめんをしているききかだいがかいけつされるわけではありません,過去を振り返っても、あるいは前政権を批判しても、今現在、私たちが直面をしている危機、課題が解決されるわけではありません,普通名詞
かつかれがさんごぜろぜろえんするこうきゅうひんだとひはんしたしんぶんしゃのかつかれはごぜろぜろぜろえんをこえているとねっとでながれていたじだいはかわったとかんじる,カツカレーが3500円する高級品だと批判した新聞社のカツカレーは5000円を超えているとネットで流れていた。時代は変わったと感じる,普通名詞
がっこうでみなからあべべとよばれていたんですよ,学校で皆からアベベと呼ばれていたんですよ,普通名詞
かつてかつてにせめるかつてにせめるじけんがありましたねかつてにせめるじけんというのがあった,かつて、かつて偽メール、かつて偽メール事件がありましたね。かつて偽メール事件というのがあった。,普通名詞
かていのしつもんにはおこたえすることはできない,仮定の質問にはお答えすることはできない,普通名詞
きんはいくらでもだすかんぼうきみつひもあるから,金はいくらでも出す。官房機密費もあるから,普通名詞
かならずかちとれ,必ず勝ち取れ,普通名詞
かはんすうがあればそれはふるちんになっていく,過半数があれば、それはﾌﾙﾁﾝになっていく,普通名詞
かぶかぶがあがりますように,カブ（株）が上がりますように,普通名詞
かやまりかしはろんがい,香山リカしは論外,普通名詞
かれこそほんとうのいうだけばんちょうなのだけど,彼こそ本当の『言うだけ番長』なのだけど,普通名詞
かれはきょうれつなりありすとなのです,彼は強烈なリアリストなのです,普通名詞
かりにじぶんがのぞまれるならしぜんときうんがたかまりわたしにたいするねっきがいっきにたかまるはずだ,仮に自分が望まれるなら、自然と機運が高まり、私に対する熱気が一気に高まるはずだ,普通名詞
かんぐれおまえ,勘ぐれ、お前,普通名詞
かんさんはれきだいしゅしょうにいれないことにきめたからかんさんはいらないよ,菅さんは（歴代首相に）入れないことに決めたから、菅さんは入らないよ,普通名詞
かんぜんにぶろっく,完全にブロック,普通名詞
かんたんだったすごくかんたん,簡単だった すごく簡単,普通名詞
きいているようにみえてぜんぜんきいてないんだよね,聞いているように見えて、全然聞いてないんだよね,普通名詞
きしださんはこわいにんだよじぶんにもたにんにもいたみをかんじないらくたんもしないからぜったいにあきらめない,岸田さんは怖い人だよ。自分にも他人にも、痛みを感じない。落胆もしないから、絶対に諦めない,普通名詞
きみじゃなくてよかったよ,キミじゃなくてよかったよ,普通名詞
くんはあべのみくすをひはんするのか,君はアベノミクスを批判するのか？,普通名詞
きょうさんとう,共産党！,普通名詞
ぎろんはいよいよにつまってきている,議論はいよいよ煮詰まってきている,普通名詞
きわめてまぬけなぎいん,きわめてマヌケな議員,普通名詞
きわめてわたしはふゆかいですよきわめてわたしはふゆかいなんです,極めて私は不愉快ですよ極めて私は不愉快なんです,普通名詞
きをつけようあまいことばとみんしんとう,気をつけよう、甘い言葉と民進党,普通名詞
きをひきしめていきます,気を引き締めていきます,普通名詞
きんゆうちょうはだいばかものだなこんなことをかいて,金融庁は大バカ者だな。こんなことを書いて,普通名詞
くだらないしつもんでおわっちゃったねまた,くだらない質問で終わっちゃったね、また,普通名詞
くにがめちゃくちゃになる,国がめちゃくちゃになる,普通名詞
くらくらする,クラクラする,普通名詞
くるくるまわしてちからづよくまわしてまえにすすんでいくひつようがある,くるくる回して力強く回して前に進んでいく必要がある,普通名詞
けいいかんしゃきずなあればういるすこくふくできる,敬意・感謝・絆あればウイルス克服できる,普通名詞
けいきかいふくこのみちしかない,景気回復、この道しかない,普通名詞
けっこうでございましたげんきがでてくるようだ,結構でございました。元気が出てくるようだ,普通名詞
かねやまのはまぐりはとさのうみにていちゃくしました,兼山のハマグリは土佐の海に定着しました,普通名詞
けんこうしょくひんのきのうせいひょうじをかいきんいたします,健康食品の機能性表示を解禁いたします,普通名詞
げんこうにはざんねんながらやまぐちけんのぶっさんがかいていないよくそんたくしてほしい,原稿には残念ながら山口県の物産が書いていない。よく忖度してほしい,普通名詞
けんさかずふえればかんせんしゃのぜったいすうふえるかのうせいある,検査数増えれば、感染者の絶対数増える可能性ある,普通名詞
げんばもいっしょうけんめいきょにゅう,現場も一生懸命、巨乳,普通名詞
けんりょくはがんがんがんがんつかうものなんですよ,権力はガンガンガンガン使うものなんですよ,普通名詞
けんぽうについてかんがえかたのひとつとしていわばこっかけんりょくをしばるものだというかんがえかたはありますがしかしそれはかつておうけんがぜったいけんりょくをもっていたじだいのしゅりゅうてきなかんがえかた,憲法について、考え方の一つとして、いわば国家権力を縛るものだという考え方はありますが、しかし、それはかつて王権が絶対権力を持っていた時代の主流的な考え方,普通名詞
こいけさんはつねにじょかです,小池さんは、常にジョーカーです,普通名詞
こいずみさんはいいんだよがいこうのせんすがすごくあるのだ,小泉さんはいいんだよ。外交のセンスがすごくあるのだ,普通名詞
こうごきたいです,乞うご期待です,普通名詞
ここでみずをのむ,(ここで水を飲む),普通名詞
こくみんのいかめしいめがそそがれていることをじゅうぶんにいしきしながらじじつにもとづきていねいなうえにもていねいなせつめいをしていくどりょくをおもねていきたい,国民の厳しい目が注がれていることを十分に意識しながら、事実に基づき、丁寧な上にも丁寧な説明をしていく努力を重ねていきたい,普通名詞
こっかいとうべんであくむのようなみんしゅとうといったことはない,国会答弁で悪夢のような民主党と言ったことはない,普通名詞
こどもがうまれたのにほけんしょにあずけられない,子供が生まれたのに保健所に預けられない,普通名詞
このあまさをとりながらすとれすをかいしょうする,この甘さをとりながら、ストレスを解消する,普通名詞
このこころがまえがそんなにおかしんでしょうかねみなさん,この心構えがそんなにおかしんでしょうかね、皆さん,普通名詞
このてんのにんしきをぺきんのひとびとはとりわけしゅうきんぺいしゅせきはだんじてけんあやまるべきではありません,この点の認識を北京の人々はとりわけ習近平主席は断じて見誤るべきではありません,普通名詞
このねくたいだいじにする,このネクタイ大事にする,普通名詞
このようにりようされるのはさいしょからわかりきったこと,このように利用されるのは最初から分かりきったこと,普通名詞
ごめしがほっしくなるね,ご飯が欲しくなるね,普通名詞
こめもひとつひとつがたっててかがやいて,米も一つひとつが立ってて、輝いて,普通名詞
これいくらかっていこうかな,これいくら？買っていこうかな,普通名詞
これからとらんぷだいとうりょうをおむかえします,これから、トランプ大統領をお迎えします！,普通名詞
これからのながいじんせいしっぱいはつきものなんかいもしっぱいするかもしれないたいせつなことはそこからたちあがることそしてしっぱいからまなべればもっとすばらしい,これからの長い人生、失敗はつきもの。何回も失敗するかもしれない。大切なことはそこから立ち上がること。そして失敗から学べれば、もっとすばらしい,普通名詞
これでわたしもおわりかもしれないね,これで私も終わりかもしれないね,普通名詞
これにははんのうしません,これには反応しません,普通名詞
これはいったいなになんだとおもうわけでして,これは一体何なんだと思うわけでして,普通名詞
これはいんちきなんですよ,これはインチキなんですよ,普通名詞
これはずいぶんからくちだ,これは随分 辛口だ,普通名詞
これはとうどのたいへんたかいとまと,これは糖度の大変高い（トマト）,普通名詞
これはちょっとさんびょうくらいかんがえればわかることだとおもいますよ,これはちょっと3秒くらい考えればわかることだと思いますよ,普通名詞
これはですねまちのこえですからみなさんえらんでいるとおもいますよもしかしたらね,これはですね、街の声ですから。みなさん選んでいると思いますよ、もしかしたらね,普通名詞
これはなにがかいてあるのかな,これは何が書いてあるのかな？,普通名詞
これはぽるぽとやすたりんがおこなおうとしたことです,これはポル・ポトやスターリンが行おうとしたことです,普通名詞
これはほんとうにまあぼうそうしてるとおもうねじぇんだふりなちずむみたいな,これは本当にまあ暴走してると思うね ジェンダーフリーナチズムみたいな,普通名詞
ごるふはだめでですねてにすはいいのかしょうぎははいいのかということなんだろうとおもいますよ,ゴルフは駄目でですね、テニスはいいのか、将棋ははいいのか、ということなんだろうと思いますよ,普通名詞
こんきょのないことをいうのはうそをつくのとおなじですよ,根拠のないことを言うのは嘘をつくのと同じですよ,普通名詞
こんごともわたしがせんとうにたちどりるのはとなってあらゆるがんばんきせいをうちやぶっていくけついだ,今後とも私が先頭に立ちドリルの刃となってあらゆる岩盤規制を打ち破っていく決意だ,普通名詞
こんなぎろんをやってたんじゃなんじかんやったっておなじですよ,こんな議論をやってたんじゃ何時間やったって同じですよ,普通名詞
こんなのとうしちゃだめだよ,こんなの通しちゃ駄目だよ,普通名詞
こんなひとたちにまけるわけにはいかない,こんな人達に負けるわけにはいかない！,普通名詞
さぁばっ,サァバッ,普通名詞
さいきょうのだいさんしゃきかんといわれるこのけんさつがしっかりとそうさをしたけっかがもうすでにでている,最強の第三者機関と言われるこの検察がしっかりと捜査をした結果がもう既に出ている,普通名詞
さいきんがっかいかんぶからしんちょうにこうどうするようにいわれおそろしいだんたいだとおもった,最近、学会幹部から慎重に行動するように言われ、恐ろしい団体だと思った,普通名詞
さいはんぼうし,再犯防止,普通名詞
さくらだだいじんにおいてはもんぶかがくふくだいじんとしておりんぴっくしょうちにたいへんごじんりょくしたひとりでございまして,櫻田大臣においては、文部科学副大臣としてオリンピック招致に大変御尽力した一人でございまして,普通名詞
さりんをだんとうにつけてちゃくだんさせるというのうりょくについてはすでにきたちょうせんはほゆうしているかのうせいがある,サリンを弾頭に付けて着弾させるという能力については既に北朝鮮は保有している可能性がある,普通名詞
てぃーえいちえーえぬけーわいおーゆーぶいいーあーるわいえむゆーしーえいち,Thank you very much.,普通名詞
さんかくにのしゅのうはさんごくじだいのぎくれしょくではなくそうあらそうものどうしではない,3カ国の首脳は三国時代の「魏」「呉」「蜀」ではなく相争う者どうしではない,普通名詞
さんごはたいせつに,珊瑚は大切に。,普通名詞
ねんじゅみょうがのびたね,３・５年（寿命が）延びたね,普通名詞
ざんきにこたえないおもいであります,慚愧に堪えない思いであります,普通名詞
みかたよしということになるのではないか,三方よしということになるのではないか,普通名詞
しうんいんでんまつりごとよせいじょうすすむひさしだいこじ,紫雲院殿政誉清浄晋寿大居士,普通名詞
じえいたいのしょくんにあいするかぞくがいることをわたしはしっています,自衛隊の諸君に愛する家族がいることを私は知っています,普通名詞
じえいたいをごうけんかする,自衛隊を合憲化する,普通名詞
じじつじょうろんぱをさせていただいたとおもっている,事実上論破をさせていただいたと思っている,普通名詞
じじつよんぜろぜろぜろぺじこれはみなさんもよんでおられないとおもいます,事実4000ページ、これはみなさんも読んでおられないと思います,普通名詞
じだいをきりひらいていこうとすればときにはつよいふうあつをうけることもありますが,時代を切り開いていこうとすれば、時には強い風圧を受けることもありますが,普通名詞
しっかりとうけつがれていくとわたしはかくしんしております,しっかりと受け継がれていくと私は確信しております,普通名詞
じっさいにこういをいっていたにんかんとくをになっていたにんがせきにんをにんしきしなければいけない,実際に行為を行っていた人、監督を担っていた人が責任を認識しなければいけない,普通名詞
じつによませるいんたびゅでした,実に「読ませるインタビュー」でした,普通名詞
じつむをこなしているのはせいふなんだけれどなあ,実務をこなしているのは、政府なんだけれどなあ,普通名詞
しつれいなやつだ,失礼な奴だ,普通名詞
じみんとうはけっとういらいきょうこうさいけつしようとかんがえたことはない,自民党は結党以来強行採決しようと考えたことはない,普通名詞
じみんとうはろうそうあおじんざいのほうこであります,自民党は老壮青、人材の宝庫であります,普通名詞
じぶんはうそをついてしまったとみとめたほうがいいとおもいますよ,自分は嘘をついてしまったと認めた方がいいと思いますよ,普通名詞
じぶんはごねんでかえりざきましたあなたにもいずれそういうにちがやってきますよ,自分は5年で返り咲きました。あなたにも、いずれそういう日がやって来ますよ,普通名詞
じぶんはつぎのそうさいせんにでるかどうかわからないのにひとりになっちゃってどうすんだよ,自分は次の総裁選に出るかどうかわからないのに、一人になっちゃってどうすんだよ！,普通名詞
じぶんひとりではんだんをした,自分一人で判断をした,普通名詞
えすえいちあいえぬいー,SHINE！,普通名詞
しゅうかんしがほんとうだったらかめいさんはたいへんなことになってますよ,週刊誌が本当だったら、亀井さんは大変な事になってますよ,普通名詞
いちぜろねんでこくみんのそうしょとくをいちごぜろまんえんふやしてまいります,10年で国民の総所得を150万円増やしてまいります,普通名詞
しゅしょうとはながいつきあいだがいままででもっともおもしろいじょくだ,首相とは長い付き合いだが、今までで最も面白いジョークだ,普通名詞
しゅのうどうしがあくしゅするだけでちいきのへいわにつながる,首脳同士が握手するだけで地域の平和につながる,普通名詞
おものおおみかさますくいしゅさまひじりしゅさまおしえしゅさま,主の大御神様、救い主様、聖珠様、教え主様,普通名詞
しゅんせつにさいしてさらにおおくのちゅうごくのみなさまがほうにちされることをたのしみにしています,春節に際して、更に多くの中国の皆様が訪日されることを楽しみにしています,普通名詞
しょうがいしゃこようのたんじかんきんむしょくいん,障害者雇用の短時間勤務職員,普通名詞
じんどううえのかんてんからしかくをゆうするがいこくじんのほうにはせいかつほごをしきゅうしています,人道上の観点から、資格を有する外国人の方には生活保護を支給しています,普通名詞
しんにゅうしゃいんっていうのはしっぱいするんですよね,新入社員っていうのは失敗するんですよね。,普通名詞
しんらばんしょう,森羅万象,普通名詞
しんりゃくというていぎについてはこれはがっかいてきにもこくさいてきにもさだまっていないといってもいいんだろうとおもうわけでございます,侵略という定義については、これは学界的にも国際的にも定まっていないと言ってもいいんだろうと思うわけでございます,普通名詞
すいぎんによるひがいとそのこくふくをへたわれわれだからこそせかいからすいぎんのひがいをなくすためせんとうにたってちからをつくすせきにんがにっぽんにはある,水銀による被害とその克服を経たわれわれだからこそ、世界から水銀の被害をなくすため、先頭に立って力を尽くす責任が日本にはある,普通名詞
かんちゃんたのむよ,菅ちゃん、頼むよ,普通名詞
かんちゃんちょっとまとめてよ,菅ちゃん、ちょっとまとめてよ,普通名詞
すぎはらあだち,スギハラアダチ,普通名詞
ずぶずぶのかんけいとかいうひんのわるいことば,ずぶずぶの関係とかいう品の悪い言葉,普通名詞
すみませんいいんちょうちょっとそとのほうがうるさくて,すみません委員長ちょっと外の方がうるさくて,普通名詞
せいけんにつごうのいいじょうほういんぺいはおこらない,政権に都合のいい情報隠蔽は起こらない,普通名詞
はいごせいご,背後（せいご）,普通名詞
せいこちゃんとはなんかいもはぐしてるんだけどねいっぱいのんだら,聖子ちゃんとは何回もハグしてるんだけどね。一杯飲んだら,普通名詞
せいこちゃんやってよ,聖子ちゃん、〇〇やってよ,普通名詞
せいさくのしっぱいというがしっぱいではなくてふくしまいいんがせいけんにおられたときよりもにぜろばんにんよんぜろばんにんふやしている,政策の失敗というが、失敗ではなくて、福島委員が政権におられたときよりも20万人、40万人増やしている,普通名詞
せいじせきにんうんぬんというのはりかいできない,政治責任うんぬんというのは理解できない,普通名詞
せいじとおきんのもんだいにこれからこんぽんてきにめすをいれていくことそしてふはいをいかめしくぼうしするほうりつをいっこくもはやくつくること,政治とお金の問題にこれから根本的にメスを入れていくこと そして腐敗を厳しく防止する法律を一刻も早く作ること,普通名詞
せいじはけっかなんですよ,政治は結果なんですよ,普通名詞
せいじはみらいのためにある,政治は未来のためにある,普通名詞
せいちょうかいちょうがせつめいしてくれないとおさまりません,政調会長が説明してくれないと収まりません！,普通名詞
せきにんですかね,責任…ですかね,普通名詞
せんきょでとうせんしなかったからつかまったんだよわらい,選挙で当選しなかったから捕まったんだよ（笑）,普通名詞
せんきょでのこうめいとうのちからはおおきい,選挙での公明党の力は大きい,普通名詞
せんきょのためならなんでもするだれともくむむせきにんなせいりょくにまけるわけにはいかない,選挙のためなら何でもする 誰とも組む 無責任な勢力に負ける訳にはいかない,普通名詞
ぜいしゅうというのはこくみんからすいあげたものでありまして,税収というのは国民から吸い上げたものでありまして,普通名詞
ぜったいにつかまらないようにします,絶対に捕まらないようにします,普通名詞
ぜんぜんむっとしていないですよただいちかところきになったところがあった,全然、ムッとしていないですよ。ただ1か所、気になったところがあった,普通名詞
せんぱいがごめいわくをおかけしたことをおわびしなければいけない,先輩がご迷惑をおかけしたことをおわびしなければいけない,普通名詞
そういうあたらしいじゅういだいがくのかんがえはいいね,そういう新しい獣医大学の考えはいいね,普通名詞
そういうおやもしどうしなければいけないじだいにもうきているのかなとおもう,そういう親も指導しなければ行けない時代に、もう来ているのかなと思う,普通名詞
そういうこどもっぽいことはやめましょうよ,そういう子供っぽいことはやめましょうよ,普通名詞
そうとうくわしくよみうりしんぶんにかいてありますから,相当詳しく読売新聞に書いてありますから,普通名詞
そうやっていんしょうそうさをいっしょうけんめいされていますけれどもいっしょうけんめいいっしょうけんめいそうやっていっしょうけんめいいんしょうそうさをされていますけれども,そうやって印象操作を一生懸命されていますけれども、一生懸命、一生懸命、そうやって一生懸命印象操作をされていますけれども,普通名詞
そうりだいじんとしてじじつをのべてはならないということではないんだろう,総理大臣として事実を述べてはならないということではないんだろう,普通名詞
そうりだいじんなのでしんらばんしょうすべてたんとうしていますから,総理大臣なので森羅万象全て担当していますから,普通名詞
そこでおいしいおいしいよぐるとになりたいとおもう,そこでおいしいおいしいヨーグルトになりたいと思う,普通名詞
そとにだすことをぜんていにしていないはつげん,外に出すことを前提にしていない発言,普通名詞
そのしりょうはなんだよ,その資料はなんだよ,普通名詞
そのときしゃかいはあたかもりせっとぼたんをおしたようになってにっぽんのけしきはいっぺんするでしょう,そのとき社会はあたかもリセット・ボタンを押したようになって、日本の景色は一変するでしょう,普通名詞
